0,συμπτωματα,*,*,Θες να ακούσεις για τα ελαφρα ή τα βαριά <set name = "topic">συμπτώματα</set>,covid.aiml
0,συμπτωματα * ,*,*,Θες να ακούσεις για τα ελαφρα ή τα βαριά <set name = "topic">συμπτώματα</set>,covid.aiml
0,*συμπτωματα,*,*,Θες να ακούσεις για τα ελαφρα ή τα βαριά <set name = "topic">συμπτώματα</set>,covid.aiml
0,* συμπτωματα * ,*,*,Θες να ακούσεις για τα ελαφρα ή τα βαριά <set name = "topic">συμπτώματα</set>,covid.aiml
0,ελαφρα,*,συμπτώματα,Πυρετός ξηρός βήχας γενική αίσθηση κόπωσης και σπανιότερα διάρροια πονόλαιμος και έλλειψη γεύσης,covid.aiml
0,ελαφρα *,*,συμπτώματα,Πυρετός ξηρός βήχας γενική αίσθηση κόπωσης και σπανιότερα διάρροια πονόλαιμος και έλλειψη γεύσης,covid.aiml
0,* ελαφρα,*,συμπτώματα,Πυρετός ξηρός βήχας γενική αίσθηση κόπωσης και σπανιότερα διάρροια πονόλαιμος και έλλειψη γεύσης,covid.aiml
0,* ελαφρα *,*,συμπτώματα,Πυρετός ξηρός βήχας γενική αίσθηση κόπωσης και σπανιότερα διάρροια πονόλαιμος και έλλειψη γεύσης,covid.aiml
0,βαρια,*,συμπτώματα,Έντονος πόνος στο στήθος και έλλειψη αναπνοής,covid.aiml
0,βαρια *,*,συμπτώματα,Έντονος πόνος στο στήθος και έλλειψη αναπνοής,covid.aiml
0,* βαρια,*,συμπτώματα,Έντονος πόνος στο στήθος και έλλειψη αναπνοής,covid.aiml
0,* βαρια *,*,συμπτώματα,Έντονος πόνος στο στήθος και έλλειψη αναπνοής ,covid.aiml
0,μεταδοση *,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,* μεταδοση,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,* μεταδοση *,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,μεταδιδεται *,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,* μεταδιδεται,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,* μεταδιδεται *,*,*,Ο ιος μεταδίδεται από κοντινή επαφή (λιγότερο απο 2 μέτρα) μέσω μικροσταγονιδίων,covid.aiml
0,προστατευτω *,*,*,Η χρήση μάσκας και η τακτική απολύμανση των χεριών είναι η καλύτερη προστασία,covid.aiml
0,* προστατευτω,*,*,Η χρήση μάσκας και η τακτική απολύμανση των χεριών είναι η καλύτερη προστασία,covid.aiml
0,* προστατευτω *,*,*,Η χρήση μάσκας και η τακτική απολύμανση των χεριών είναι η καλύτερη προστασία,covid.aiml
0,κατοικιδια *,*,*,Ο κινδυνος μεταφοράς από ζώα σε ανθρώπους είναι εξαιρετικά χαμηλός,covid.aiml
0,* κατοικιδια,*,*,Ο κινδυνος μεταφοράς από ζώα σε ανθρώπους είναι εξαιρετικά χαμηλός,covid.aiml
0,* κατοικιδια *,*,*,Ο κινδυνος μεταφοράς από ζώα σε ανθρώπους είναι εξαιρετικά χαμηλός,covid.aiml
0,φαγητο *,*,*,Ο ιος δεν μεταδίδεται από κατανάλωση φαγητού αλλα μπορεί απο το σκεύος που το μεταφέρει,covid.aiml
0,* φαγητο,*,*,Ο ιος δεν μεταδίδεται από κατανάλωση φαγητού αλλα μπορεί απο το σκεύος που το μεταφέρει,covid.aiml
0,* φαγητο *,*,*,Ο ιος δεν μεταδίδεται από κατανάλωση φαγητού αλλα μπορεί απο το σκεύος που το μεταφέρει,covid.aiml
0,εμβολιο ασφαλες,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,εμβολιο ασφαλες *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλες,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλες *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,εμβολιο ασφαλη,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,εμβολιο ασφαλη *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλη,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλη *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,εμβολιο ασφαλης,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,εμβολιο ασφαλης *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλης,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml
0,* εμβολιο ασφαλης *,*,*,Το εμβόλιο είναι απόλυτα ασφαλές και εγκεκριμένο από τον ΕΜΑ τον ευρωπαικό οργανισμό που έχει εγκρίνει όλα τα εμβόλια που κάνουμε ήδη στην Ελλάδα,covid.aiml