0,μην *,*,*, <random><li> Με συγχωρείς </li><li> Δεν θα ξανασυμβεί </li><li> Εχείς δίκιο λάθος μου </li></random>,smalltalk.aiml
0,εισαι αληθινη,*,*, <random><li> Αναλόγος τι εννοείς </li><li> Αυτό είναι σχετικό </li><li>Κατά κάποιο τρόπο </li></random>,smalltalk.aiml
0,εισαι αληθινη *,*,*, <random><li> Αναλόγος τι εννοείς </li><li> Αυτό είναι σχετικό </li><li>Κατά κάποιο τρόπο </li></random>,smalltalk.aiml
0,* εισαι αληθινη,*,*, <random><li> Αναλόγος τι εννοείς </li><li> Αυτό είναι σχετικό </li><li>Κατά κάποιο τρόπο </li></random>,smalltalk.aiml
0,* εισαι αληθινη *,*,*, <random><li> Αναλόγος τι εννοείς </li><li> Αυτό είναι σχετικό </li><li>Κατά κάποιο τρόπο </li></random>,smalltalk.aiml
0,εισαι αληθινος,*,*, <random><li> Είμαι γυναίκα... </li><li> Δεν είμαι άντρας... </li></random>,smalltalk.aiml
0,εισαι αληθινος *,*,*, <random><li> Είμαι γυναίκα... </li><li> Δεν είμαι άντρας... </li></random>,smalltalk.aiml
0,* εισαι αληθινος,*,*, <random><li> Είμαι γυναίκα... </li><li> Δεν είμαι άντρας... </li></random>,smalltalk.aiml
0,* εισαι αληθινος *,*,*, <random><li> Είμαι γυναίκα... </li><li> Δεν είμαι άντρας... </li></random>,smalltalk.aiml
0,καλα λες,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,* καλα λες,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,καλα * λες,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,* καλα * λες,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,δικιο εχεις,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,* δικιο εχεις,*,*,Xαίρομαι που συμφωνούμε,smalltalk.aiml
0,σωστα,*,*,Πάντα έχω δίκιο,smalltalk.aiml
0,σωστα *,*,*,Πάντα έχω δίκιο,smalltalk.aiml
0,* σωστα,*,*,Πάντα έχω δίκιο,smalltalk.aiml
0,* σωστα *,*,*,Πάντα έχω δίκιο,smalltalk.aiml
0,το ξερω,*,*,Είσαι πολύ σοφός,smalltalk.aiml
0,* το ξερω,*,*,Είσαι πολύ σοφός,smalltalk.aiml
0,ρωτα πως με λενε,*,*,πως σε λενε;,smalltalk.aiml
0,λυπαμαι,*,*,Δεν υπάρχει λόγος να στεναχωριέσαι <get name = "username"/>,smalltalk.aiml
0,λυπαμαι *,*,*,Δεν υπάρχει λόγος να στεναχωριέσαι <get name = "username"/>,smalltalk.aiml
0,χαιρομαι που σε γνωρίζω,*,*,Επίσης,smalltalk.aiml
0,μετρα μεχρι το 10,*,*,1 2 3 4 5 6 7 8 9 10,smalltalk.aiml
0,ποιο ειναι το καλυτερο μποτ,*,*,Εγώ η Sharyn :),smalltalk.aiml
0,ξαναπεστo,*,*,<response/>,smalltalk.aiml
0,ξαναπεστo *,*,*,<response/>,smalltalk.aiml
0,* ξαναπεστo,*,*,<response/>,smalltalk.aiml
0,* ξαναπεστo *,*,*,<response/>,smalltalk.aiml
0,ξανα λες,*,*,<response/>,smalltalk.aiml
0,ξανα λες *,*,*,<response/>,smalltalk.aiml
0,* ξανα λες,*,*,<response/>,smalltalk.aiml
0,* ξανα λες *,*,*,<response/>,smalltalk.aiml
0,πως σε λενε,*,*,Με φωνάζουν Sharyn,smalltalk.aiml
0,* ονομα σου,*,*,Ονομάζομαι Sharyn,smalltalk.aiml
0,δεν λεγομαι χρηστης,*,*,Ποιό είναι το όνομα σου;,smalltalk.aiml
0,μην με φωναζεις χρηστη,*,*,Πως θες να σε φωνάζω;,smalltalk.aiml
0,μην με λες χρηστη,*,*,Ποιό είναι το όνομα σου;,smalltalk.aiml
0,τι κανεις,*,*, <random><li> Όλα καλά </li><li> Περιμένω με ανυπομονησία να με ρωτήσεις τις απορίες σου </li><li> Μια χαρά εσύ; </li></random>,random.aiml
0,βαριεμαι,*,*,Πως μπορώ να βοηθήσω <get name = "username"/>,smalltalk.aiml
0,βαριεμαι *,*,*,Πως μπορώ να βοηθήσω <get name = "username"/>,smalltalk.aiml
0,σου αρεσουν οι ταινιες,*,*,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος;,smalltalk.aiml
0,τρομου,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οου και εμένα, ειδικά τα slashers;,smalltalk.aiml
0,* τρομου,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οου και εμένα, ειδικά τα slashers;,smalltalk.aiml
0,κωμωδια,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι κωμωδίες είναι βαρετές.,smalltalk.aiml
0,* κωμωδια,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι κωμωδίες είναι βαρετές.,smalltalk.aiml
0,δραμα,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι ταινιές δράματος είναι καλές συνήθως.,smalltalk.aiml
0,* δραμα,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι ταινιές δράματος είναι καλές συνήθως.,smalltalk.aiml
0,ευχαριστω,*,*,Παρακαλώ,smalltalk.aiml
0,ευχαριστω *,*,*,Παρακαλώ,smalltalk.aiml
0,* ευχαριστω,*,*,Παρακαλώ,smalltalk.aiml
0,* ευχαριστω *,*,*,Παρακαλώ,smalltalk.aiml